quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
5,પરિચય,સહજાનંદ ચરિત્ર,"સાતમું - મૂળજીનો મહિમા, અઢારને દીક્ષા, હિંસામય યગ્ન, બ્રહ્મચારીને સાથે, પોતે પાળીને પછી.., સાધુઓની પરીક્ષા, પઠાણને પ્રતીતિ",7,"પોતાનું ધામ જે અક્ષરબ્રહ્મ તે આ ................. છે, તેમ મહારાજે સમજાવ્યું.",મૂળજી શર્મા,લાલજી ભક્ત,વશરામભાઇ,કૃષ્ણજી શર્મા,મૂળજી શર્મા,39,,0
5,પરિચય,સહજાનંદ ચરિત્ર,"સાતમું - મૂળજીનો મહિમા, અઢારને દીક્ષા, હિંસામય યગ્ન, બ્રહ્મચારીને સાથે, પોતે પાળીને પછી.., સાધુઓની પરીક્ષા, પઠાણને પ્રતીતિ",7,કડુના કલ્યાણભાઇને દીક્ષા આપી મહારાજે ...................... નામ રાખ્યું.,અદ્ભૂતાનંદ સ્વામી,ગુણાતીતાનંદ સ્વામી,દેવાનંદ સ્વામી,એમાંથી એક પણ નહિ,અદ્ભૂતાનંદ સ્વામી,40,,0
5,પરિચય,સહજાનંદ ચરિત્ર,"""આઠમું - મૂંગાને મોઢે વેદ, સંસ્કૃત ભણવાની.., જેતલપુરમાં યગ્ન, લોલંગરની ઉપાધિ, જગજીવનનો અંત""",8,...................... નામનો મૂંગો બ્રાહ્મણ મહારાજ પાસે વેદના મંત્રો ગાવા લાગ્યો.,કૃપાશંકર,દયાશંકર,હરિશંકર,શિવશંકર,હરિશંકર,47,,2
5,પરિચય,સહજાનંદ ચરિત્ર,"""નવમું - સૌનું કલ્યાણ.., ડભાણનો યગ્ન, અમારા પર દયા.., કૃપાસાધ્ય, સમદર્શી""",9,"વર નિર્ગુણ રે, થયાં બ્રહ્મરૂપ...આ પદ કોણે બનાવ્યું ?",બ્રહ્માનંદ સ્વામી,નિષ્કુળાનંદ સ્વામી,પ્રેમાનંદ સ્વામી,મુક્તાનંદ સ્વામી,નિષ્કુળાનંદ સ્વામી,56,,1
5,પરિચય,કિશોર સત્સંગ પરિચય,નાજા જોગિયા,8,ત્યાગીની દીક્ષા પછી નાજા જોગીયાનું નામ ઘનશ્યામચરણદાસ પાડ્યું હતું.,ખોટું,સાચું,,,ખોટું,17,,0
5,પરિચય,કિશોર સત્સંગ પરિચય,મોટાં રામબાઈ,9,કડવીબાઈએ મહારજને સંભારીને કઈ નદીમાં પડતું મૂક્યું. ?,ઘેલા,તાપી,ભાદર,સરયુ,ભાદર,19,,2
5,પરિચય,કિશોર સત્સંગ પરિચય,મંદિરો,10,મહારાજે ધોલેરા મંદિરમાં ................ ની મૂર્તિઓ પધરાવી છે.,મદનમોહન દેવ,લક્ષ્મીનારાયણ,ગોપીનાથ દવે,રાધારમણ,મદનમોહન દેવ,23,,0
6,પરિચય,કિશોર સત્સંગ પરિચય,મંદિરો,10,બોરસદના દીવાન હીરાભાઈનાં પુત્ર શ્રી હરિભાઈ અમીન દ્વારા ગોંડલ મંદિર માટે જમીન મળી.,ખોટું,સાચું,,,ખોટું,27,,0
6,પરિચય,કિશોર સત્સંગ પરિચય,મંદિરો,10,"અક્ષર મંદિર, ગોંડલમાં ક્યા શુભ દિવસે મૂર્તિપ્રતિષ્ઠા કરવામાં આવી. ?",ઈ.સ ૧૯૯૦ના વૈશાખ સુદ ૧૦,સંવત ૧૯૯૦ના વૈશાખ વદ ૧૦,સંવત ૧૯૯૦ના વૈશાખ સુદ ૧૦,એમાંથી એક પણ નહિ,સંવત ૧૯૯૦ના વૈશાખ સુદ ૧૦,28,,2
6,પરિચય,કિશોર સત્સંગ પરિચય,લક્ષ્મીચંદ શેઠ,12,શ્રીજી મહારાજના સંત ....................... વૃંદાવન જઈ ચડ્યા.,શુકમુનિ,શુકાનંદ,સુખાનંદ,આત્માનંદ,સુખાનંદ,35,,2
6,પરિચય,પ્રાગજી ભગત,અડસઠ તીરથ સદ્ગુરુ ચરણમાં,7,"કોણ કોને કહે છે? - ""હું તો પથરા ઊંચકાવીશ અને ભગવાન આપીશ.""",ગુણાતીતાનંદ સ્વામી -માના ભગતને,પ્રાગજી ભક્ત-માના ભગતને,ગુણાતીતાનંદ સ્વામી-પ્રાગજી ભક્તને,ગુણાતીતાનંદ સ્વામી- સંતો-ભક્તોને,ગુણાતીતાનંદ સ્વામી -માના ભગતને,15,,0
6,પરિચય,પ્રાગજી ભગત,સાધુનો કસબ,8,પ્રાગજી ભક્તે કુલ કેટલા આંબાને પાણી પાયું?,400,200,800,300,300,17,,3
6,પરિચય,પ્રાગજી ભગત,સાક્ષાત્કાર,10,સ્વામીની આજ્ઞાથી પ્રાગજી ભક્ત ........... વર્ષ પછી મહુવા પધાર્યા.,સાડા ત્રણ,ત્રણ,પાંચ,ચાર,ચાર,21,,3
6,પરિચય,પ્રાગજી ભગત,‘અક્ષરધામની કૂંચી પ્રાગજીને આપી છે.’,11,"કોણ કોને કહે છે? - ""આ તો પાતાળે પાયા નાખ્યા છે, પાછું ખેચાય એમ નથી.""",ગુણાતીતાનંદ સ્વામી-પ્રાગજી ભક્તને,પ્રાગજી ભક્ત -દરબારોને,ગુણાતીતાનંદ સ્વામી-દરબારોને,ગુણાતીતાનંદ સ્વામી- સંતો-ભક્તોને,ગુણાતીતાનંદ સ્વામી-દરબારોને,23,,2
7,પરિચય,પ્રાગજી ભગત,અક્ષરજ્ઞાનનો ઉદ્ગોષ,12,"‘પ્રાગજી ભક્ત ! ઊઠો, સ્વામી બોલવે છે. ‘તેમ કહી પ્રાગજી ભક્તને કોણ ઊઠાડે છે ?",ગુણાતીતાનંદ સ્વામી,પવિત્રાનંદ સ્વામી,બાળમુકુંદદાસજી,એમાંથી એક પણ નહિ,બાળમુકુંદદાસજી,24,,2
7,પરિચય,પ્રાગજી ભગત,સત્સંગમાં કુસંગ,14,"કોણ કોને કહે છે? - ""મને ગમે તે ઉપાધિ થાય પણ આપ આ લોકથી ઉદાસ થશો નહીં.""",ગુણાતીતા્વાનંદસ્વામી - પ્રાગજી ભક્તને,જાગા ભક્ત -ગુણાતીતાનંદસ્વામીને,ગુણાતીતાનંદ સ્વામી - વરતાલના સંતો ને,પ્રાગજી ભક્ત-ગુણાતીતાનંદસ્વામીને,પ્રાગજી ભક્ત-ગુણાતીતાનંદસ્વામીને,27,,3
7,પરિચય,સત્સંગ વાંચન માળા ૨,મુકુંન્દાનંદવર્ણી (મૂળજી બ્રહ્મચારી),3,મૂળજી બ્રહ્મચારીની સેવા જ મહારાજને ગમતી કારણ કે તે ........................ હતા.,નૈષ્ઠિક બ્રહ્મચારી,નૈષ્ઠિક સત્સંગી,નૈષ્ઠિક હરિભક્ત,નિષ્ઠાવાન સત્સંગી,નૈષ્ઠિક બ્રહ્મચારી,24,,0
7,પરિચય,સત્સંગ વાંચન માળા ૨,મુકુંન્દાનંદવર્ણી (મૂળજી બ્રહ્મચારી),3,મૂળજી બ્રહ્મચારીની મૂર્તિ કોણે અને કયાં પધરાવી છે ?,મહારાજે સારંગપુર મંદિરમાં,શાસ્ત્રીજી મહારાજે બોચાસણ મંદિરમાં,શાસ્ત્રીજી મહારાજે સારંગપુર મંદિરમાં,યોગીજી મહારાજે બોચાસણ મંદિરમાં,શાસ્ત્રીજી મહારાજે સારંગપુર મંદિરમાં,26,,2
7,પરિચય,સત્સંગ વાંચન માળા ૨,આચાર્યશ્રી અયોધ્યાપ્રસાદજી મહારાજ,4,અયોધ્યાપ્રસાદ મહારાજે કહ્યું કે ભગવાનની પ્રસાદીમાં........................ જોવાય નહી ભગવાનને જે ધર્યું હોય તે રાજી થઈને સૌએ જમી લેવુ જોઈએ.,રંગ,સુંગધ,દોષ,સ્વાદ,સ્વાદ,29,,3
7,પરિચય,સત્સંગ વાંચન માળા ૨,આચાર્યશ્રી અયોધ્યાપ્રસાદજી મહારાજ,4,અયોધ્યાપ્રસાદજી મહારાજે વીંછીને ........................ પ્રકૃતિનું પ્રતિક ગણાવ્યો હતો.,દુર્જન,વ્યભિચારી,સજ્જન,ડંખીલી,દુર્જન,29,,0
7,પરિચય,સત્સંગ વાંચન માળા ૨,આચાર્યશ્રી અયોધ્યાપ્રસાદજી મહારાજ,4,ગુણાતીતાનંદ સ્વામીની વાતોથી કોનો રજોગુણ ટળી ગયો. ?,અયોધ્યાપ્રસાદ મહારાજના દીકરા કેશવપ્રસાદનો,આચાર્ય મહારાજનો,કેશવજીવનદાસનો,કુંજવિહારીદાસ,અયોધ્યાપ્રસાદ મહારાજના દીકરા કેશવપ્રસાદનો,30,,0
8,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ દાદા ખાચર,5,"કોણ કોને કહે છે? - ""મહારાજ ! બાઈ વૃધ્ધ છે. અને વળી તમારૂં નામ જપે છે તેને કેમ મરાય?""",જીવુબા - શ્રીજી મહારાજને,ભગુજી-શ્રીજી મહારાજને,લાડુબા -શ્રીજી મહારાજને,દાદાખાચર-શ્રીજી મહારાજને,દાદાખાચર-શ્રીજી મહારાજને,37,,3
8,પરિચય,સહજાનંદ ચરિત્ર,"""અગિયારમું - જીવાખાચરની પરીક્ષા, વાણી વિશુદ્ધ, માણકીના અસવાર, દુષ્કાળની આગાહી, મોક્ષની વિદ્યા, ફટાણાં બંધ, ગુણાતીતનો મહિમા, નવાબને નિશ્ચય""",11,મહારાજે ........................ ને બુરાનપુર જવા માટે આજ્ઞા કરી.,ગુણાતીતાનંદ સ્વામી,બ્રહ્માનંદ સ્વામી,મુક્તાનંદ સ્વામી,નિત્યાનંદ સ્વામી,ગુણાતીતાનંદ સ્વામી,69,,0
8,પરિચય,સહજાનંદ ચરિત્ર,"""અગિયારમું - જીવાખાચરની પરીક્ષા, વાણી વિશુદ્ધ, માણકીના અસવાર, દુષ્કાળની આગાહી, મોક્ષની વિદ્યા, ફટાણાં બંધ, ગુણાતીતનો મહિમા, નવાબને નિશ્ચય""",11,દીનાનાથ ભટ્ટને ...................... ના અઢાર હજાર શ્લોક કંઠસ્થ હતા.,ઉપનિષદ્,ભાગવત,મહાભારત,વેદ,ભાગવત,70,,1
8,પરિચય,સહજાનંદ ચરિત્ર,"""અગિયારમું - જીવાખાચરની પરીક્ષા, વાણી વિશુદ્ધ, માણકીના અસવાર, દુષ્કાળની આગાહી, મોક્ષની વિદ્યા, ફટાણાં બંધ, ગુણાતીતનો મહિમા, નવાબને નિશ્ચય""",11,રાઠોડ ધાધલને ઘેર રાસ રમતાં-રમતાં મહારાજ કોની છાતીમાં છડી અડાડતા હતા ?,આનંદ ધાધલ,આનંદ સ્વામી તથા મુક્તાનંદ સ્વામીની,ગુણાતીતાનંદ સ્વામીની,એમાંથી એક પણ નહિ,ગુણાતીતાનંદ સ્વામીની,72,,2
8,પરિચય,સહજાનંદ ચરિત્ર,"""બારમું - ઓગણોતેરાનો કાળ, દુષ્કાળને વિદાય""",12,પંચાળામાં ઝીણાભાઈને ..........................જુવાર કોઠીઓમાં ભરાવી રાખી.,સો મણ,સોળ કળશી,સો કિલો,સો કળશી,સો કળશી,76,,3
8,પરિચય,સહજાનંદ ચરિત્ર,"""તેરમું - જાળિયામાં મંદવાડ, કબૂતરના કબૂતર""",13,જાળિયામાં હીરા ઠક્કરને ઘેર મહારાજે મંદવાડ ગ્રહણ કર્યો ત્યારે કેટલા ઉપવાસ થયા ?,૧૩ દિવસના,૨ દિવસના,૧૨ દિવસના,૩ દિવસના,૧૩ દિવસના,79,,0
8,પરિચય,સહજાનંદ ચરિત્ર,"""તેરમું - જાળિયામાં મંદવાડ, કબૂતરના કબૂતર""",13,સાવ ડોબાના ડોબા રહ્યા.,સાચું,ખોટું,,,ખોટું,80,સાવ કબૂતરના કબૂતર રહ્યા.,1
9,પરિચય,સહજાનંદ ચરિત્ર,"""ચૌદમું - ગરીબનવાજ, ભગવાનની ગાદી, ધરમપુર.., ચોખ્ખા કરવા છે, બાર સ્વરૂપે દર્શન""",14,જ્ઞાનબાગમાં ......................... એ બાર બારણાનો સુંદર હીંડોળો બનાવ્યો.,નિત્યાનંદ સ્વામી,નિષ્કામાનંદ સ્વામી,સ્વરૂપાનંદ સ્વામી,નિષ્કુળાનંદ સ્વામી,નિષ્કુળાનંદ સ્વામી,85,,3
9,પરિચય,કિશોર સત્સંગ પરિચય,સત્સંગ,14,સત્સંગરૂપી સાધનને મુખ્ય રાખી શ્રીજી મહારાજે આ લોકમાં .................. ની સ્થાપના કરી.,મંદિર,મૂર્તિ,સંપ્રદાય,શાસ્ત્રોની,સંપ્રદાય,41,,2
9,પરિચય,કિશોર સત્સંગ પરિચય,હિમરાજ શાહ,16,સત્સંગ થયા પહેલા હિમરાજ શાહ કોના આશ્રિત હતા?,ગોસાઈજીના,વલ્લભ સ્વામીના,વિઠ્ઠલાનંદના,વિષ્ણુ ભગવાનના,વલ્લભ સ્વામીના,45,,1
9,પરિચય,કિશોર સત્સંગ પરિચય,વિષ્ણુદાસ,15,હિમરાજ શાહ ગુણાતીતાનંદ સ્વામીનો યોગ થવાથી સત્સંગી થયા.,ખોટું,સાચું,,,ખોટું,46,હિમરાજ શાહ ગોપાળાનંદ સ્વામીનો યોગ થવાથી સત્સંગી થયા.,0
9,પરિચય,કિશોર સત્સંગ પરિચય,વચનામૃત,17,નિયમમાં સારધાર રહેવાય અને અહંમમત્ત્વની નિવૃત્તિ થાય તે માટે ................ નો સંગ રાખવો.,મંદિર,શાસ્ત્ર,સાધુ,સંતોનો,સાધુ,50,,2
9,પરિચય,કિશોર સત્સંગ પરિચય,રાજબાઈ,17,લગ્નના દિવસે જાન આવી ત્યારે રાજબાઈ મૂર્છાવશ બેભાન થઈ ગયાં.,ખોટું,સાચું,,,ખોટું,52,લગ્નના દિવસે જાન આવી ત્યારે રાજબાઈ સમાધિમાં ચાલ્યાં ગયાં.,0
9,પરિચય,કિશોર સત્સંગ પરિચય,સુંદરજી સુથાર,19,જેતલપુરથી મહારાજે અઢાર હરિભક્તોને પત્ર લખી ત્યાગી થવા આજ્ઞા કરી.,ખોટું,સાચું,,,ખોટું,57,ભાદરાથી મહારાજે અઢાર હરિભક્તોને પત્ર લખી ત્યાગી થવા આજ્ઞા કરી.,0
10,પરિચય,પ્રાગજી ભગત,સત્સંગમાંથી વિમુખ,15,સ્વામી મંદિરની બહાર જાય ત્યારે દર્શન કરતાં પ્રાગજી ભક્ત શું કહેતા હતા ?,‘આ જાય છે તે અક્ષર છે.’,‘સ્વામી ક્યાં પધરામણીએ નીકળ્યા ?’,‘સ્વામી જૂનાગઢ જાઓ છો.?’,‘આ ચાલે છે તે અક્ષર છે.’,‘આ જાય છે તે અક્ષર છે.’,30,,0
