quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
3,પ્રારંભ,યોગીજી મહારાજ,ઝીણાભાઈનો જન્મ,1,ઝીણાને લઇને તેમની માતા ખેતરમાં ................... વીણવા જાય.,કપાસનાં કાલાં,છાણા,લાકડાં,અનાજ,કપાસનાં કાલાં,1,,0
3,પ્રારંભ,યોગીજી મહારાજ,ઝીણાભાઈનો જન્મ,1,યોગીજી મહારાજનો જન્મ સંવત ૧૯૪૯ના વૈશાખ વદ બારશને દિવસે ધારીમાં થયો હતો.,ખોટું,સાચું,,,ખોટું,1,યોગીજી મહારાજનો જન્મ સંવત ૧૯૪૮ના વૈશાખ વદ બારશને દિવસે ધારીમાં થયો હતો.,0
3,પ્રારંભ,યોગીજી મહારાજ,ધ્યાનમગ્ન ઝીણાભાઈ,2,ઝીણાભાઇ બાળપણમાં પાતાળીયા ઝરા પાસે ....................... કરતા.,ધ્યાન,માનસી,પૂજા,સ્નાન,ધ્યાન,2,,0
3,પ્રારંભ,યોગીજી મહારાજ,ધ્યાનમગ્ન ઝીણાભાઈ,2,ઝીણાભાઈ ધ્યાનમાં શ્રીજીમહારાજની મૂર્તિ જોયા કરે. શાસ્ત્રીજી મહારાજને સંભાર્યા કરે.,ખોટું,સાચું,,,ખોટું,2,"ઝીણાભાઈ ધ્યાનમાં શ્રીજીમહારાજની મૂર્તિ જોયા કરે, શ્રીજી મહારાજને સંભાર્યા કરે.",0
4,પ્રારંભ,યોગીજી મહારાજ,નીડર સત્યવક્તા,3,આપણે બાળપણથી જ ............................ ની ટેવ પાડવી જોઇએ.,નિયમિત પૂજા,નિયમિત વાંચન,સાચું બોલવા,ચોરી ન કરવાની,સાચું બોલવા,4,,2
4,પ્રારંભ,યોગીજી મહારાજ,આદર્શ વિદ્યાર્થી,4,"કોણ કોને કહે છે? - ""ચોરી કરીએ તો ભગવાનને છેતર્યા કહેવાય.""",ઝીણાભાઇ-ઠોઠ વિદ્યાર્થીઓને,સહપાઠી-ઝીણાભાઇને,હેડ માસ્તર-વિદ્યાર્થીઓને,ઝીણાભાઇ-સહપાઠીને,ઝીણાભાઇ-ઠોઠ વિદ્યાર્થીઓને,7,,0
4,પ્રારંભ,યોગીજી મહારાજ,આદર્શ વિદ્યાર્થી,4,ચોરી કરીએ તો ભગવાનને છેતર્યા કહેવાય.,ખોટું,સાચું,,,સાચું,7,,1
4,પ્રારંભ,યોગીજી મહારાજ,સમયનો સદુપયોગ,5,"કોણ કોને કહે છે? - ""હા, સાધુ થઈશ.""",ઝીણાભાઈ - બાળકોને,ઝીણાભાઈ - બે શિક્ષકોને,ઝીણાભાઈ - બે છોકરાઓને,ઝીણાભાઈ - સંતોને,ઝીણાભાઈ - બે શિક્ષકોને,7,,1
4,પ્રારંભ,ઘનશ્યામ ચરિત્ર,પુત્રની પરીક્ષા,5,પારણામાંથી ઉતરીને બાળપ્રભુએ હાથમાં શું ઉપાડી લીધું.,પુસ્તક,સોનામહોર,તલવાર,રેશમી વસ્ત્ર,પુસ્તક,8,,0
4,પ્રારંભ,ઘનશ્યામ ચરિત્ર,ઘનશ્યામે કાન વીંધાવ્યા,6,ભક્તિમાતાએ ઘનશ્યામના કાન .................... માસના થયા ત્યારે વીંધાવ્યા.,આઠ,બાર,સાત,છ,સાત,8,,2
4,પ્રારંભ,ઘનશ્યામ ચરિત્ર,ઘનશ્યામે કાન વીંધાવ્યા,6,ઘનશ્યામે ભક્તિમાતાના ખોળામાં બેસી ચોકલેટ ખાતા ખાતા કાન વીંધાવ્યા.,સાચું,ખોટું,,,ખોટું,10,ઘનશ્યામે ભક્તિમાતાના ખોળામાં બેસી ગોળ ખાતા ખાતા કાન વીંધાવ્યા.,1
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,સિદ્ધીઓ પ્રભુની સેવામાં,7,ઘનશ્યામના મામીનું નામ શું હતું ?,ચંદામાસી,લક્ષ્મીબાઇ,વસંતાબાઈ,સીતાબાઈ,લક્ષ્મીબાઇ,10,,1
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,ખીચડીને બદલે દૂધપાક,8,કઇ ગાયને ઘનશ્યામ ઉપર બહુ વહાલ હતું ?,ગોમતી,જમના,યમુના,ગૌરી,ગોમતી,12,,0
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,વાળદંને ચમત્કાર,9,"કોણ કોને કહે છે? - ""અડધી હજામત કરેલું મોઢુ સારું ન લાગે.""",અમઇ વાળંદ-ઘનશ્યામને,ભક્તિમાતા-ઘનશ્યામને,રામપ્રતાપ-અમઇ વાળંદ,રામપ્રતાપ - ઘનશ્યામને,ભક્તિમાતા-ઘનશ્યામને,14,,1
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,કાલિદત્ત મરણને શરણ,10,કાલિદત્ત કયા વૃક્ષ સાથે અથડાઈ અથડાઈને મૃતયુ પામ્યો?,વડ,લીમડા,પીપળા,આંબા,આંબા,16,ઘનશ્યામ થોડે દૂર એક આંબાના ઝાડ નીચે જઈને બેઠા.,3
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,વાંદરાઓને સમાધિ,14,અયોધ્યામાં ઘનશ્યામે વાંદરાઓને સમાધિ કરાવી.,ખોટું,સાચું,,,સાચું,22,,1
5,પ્રારંભ,ઘનશ્યામ ચરિત્ર,વાંદરાઓને મેથીપાક ચખાડ્યો,15,ઘનશ્યામે જેટલા વાંદરા હતા તેના કરતાં બમણા સ્વરૂપ ધારણ કર્યા.,સાચું,ખોટું,,,ખોટું,23,ઘનશ્યામે જેટલા વાંદરા હતા એટલા પોતાનાં સ્વરૂપ ધારણ કર્યા.,1
5,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,પૂજા,5,પૂજા કરવાથી આપણું મન કેવું બને છે ?,નિર્મળ,પવિત્ર અને શાંત,પ્રફુલ્લીત,આનંદમય,પવિત્ર અને શાંત,8,,1
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,પૂજા,5,અંબરિષ રાજા કલાકો સુધી માતાજીની પૂજા કરતા.,ખોટું,સાચું,,,ખોટું,8,અંબરિષ રાજા કલાકો સુધી ભગવાનની પૂજા કરતા.,0
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,શૂરવીર બાલભક્ત,6,"કોણ કોને કહે છે? - ""હવે તું સ્વામિનારાયણનું નામ લઈશ તો હું તને મારી નાખીશ.""",જામનગર પાસે એક ગામનો છોકરો-તેના શિક્ષકને.,પિતા-છોકરાને,હિરણ્યાકશ્યપુ -પ્રહલાદને,દ્વેષી બાવો-સાધુને,પિતા-છોકરાને,10,,1
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,ગંગામા,7,ગંગામાની કઇ રસોઇ શ્રીજીમહારાજ બહુ વખાણતા.,ખીચડી-કઢીની રસોઇ,દાળ-ભાતની રસોઇ,શીરો-પૂરીની,ભાત-ઘી-ગોળ,દાળ-ભાતની રસોઇ,13,,1
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,અખંડાનંદ સ્વામી,8,મહારાજના સંત અખંડાનંદ સ્વામીને ભૂજના બજારમાં વાઘ મળ્યો.,ખોટું,સાચું,,,ખોટું,14,મહારાજના સંત અખંડાનંદ સ્વામીને જંગલમાં વાઘ મળ્યો.,0
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,વીર ભગુજી,10,કયા ગામના દરબારે ભગુજીનુ માથુ લાવનારને જમીન અને ઇનામ આપવાનું જાહેર કર્યું ?,કારીયાણીના વસ્તાખાચર,ભડલીના ભાણ ખાચર,સારંગપુરના જીવાખાચર,ભાણગામનાં ઉગાખાચર,ભડલીના ભાણ ખાચર,18,,1
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,સામત પટેલ,11,"કોણ કોને કહે છે? - ""અમે ભૂખ્યાં ન મરીએ, બીજે ઉછીના દાણા લાવી ખાઇશું અને બીજે વરસે ભરી દઇશું.""",ભગુજીએ-મહારાજને,વજેસિંહ બાપુએ -મહારાજને.,સામત પટેલ -મહારાજને,ભગુજીએ- વજેસિંહ બાપુને,સામત પટેલ -મહારાજને,21,,2
6,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,થાળ,12,જમો થાળ જીવન જાઉં વારી... થાળની રચના કોણે કરી ?,બ્રહ્માનંદ સ્વામી,ભૂમાનંદ સ્વામી,મુક્તાનંદ સ્વામી,દેવાનંદ સ્વામી,ભૂમાનંદ સ્વામી,23,,1
7,પ્રારંભ,યોગીજી મહારાજ,ઠાકોરજીની સેવા,6,ધારીના મંદિરની સેવા કોણ કરતું હતું ?,ઝીણાભાઇના કાકા મોહનભાઇ કરતા હતા.,ઝીણાભાઇના મામા સેવા કરતા હતા.,મગનભાઇ પૂજારી સેવા કરતા હતા.,છગનભાઇ પૂજારી સેવા કરતા હતા.,ઝીણાભાઇના કાકા મોહનભાઇ કરતા હતા.,7,,0
7,પ્રારંભ,યોગીજી મહારાજ,ઝીણાભાઈ જૂનાગઢમાં,8,ઝીણાભાઈએ સંવત ૧૯૬૩ના કારતક સુદ સાતમે ઘરનો ત્યાગ કર્યો.,ખોટું,સાચું,,,ખોટું,10,ઝીણાભાઈએ સંવત ૧૯૬૫ના કારતક સુદ સાતમે ઘરનો ત્યાગ કર્યો.,0
7,પ્રારંભ,યોગીજી મહારાજ,જાગા ભક્તનાં દર્શન,9,ઝીણા ભક્તને સ્વપ્નમાં કોણે દર્શન આપ્યાં ?,ઝીણા ભગતને સ્વપ્નમાં કૃષ્ણજી અદાએ દર્શન આપ્યા.,ઝીણા ભગતને સ્વપ્નમાં જાગા ભક્તે દર્શન આપ્યા.,ઝીણા ભગતને સ્વપ્નમાં શ્રીજી મહારાજે દર્શન આપ્યા.,ઝીણા ભગતને સ્વપ્નમાં શાસ્ત્રીજી મહારાજે દર્શન આપ્યા.,ઝીણા ભગતને સ્વપ્નમાં જાગા ભક્તે દર્શન આપ્યા.,12,,1
7,પ્રારંભ,યોગીજી મહારાજ,શાસ્ત્રીજી મહારાજ સાથે પ્રથમ મિલન,10,ઝીણાભગત અને શાસ્ત્રીજી મહારાજનું પ્રથમ મિલન સંવત ૧૯૬૮ અષાઢ સુદ ૧૪ના દિવસે થયું.,ખોટું,સાચું,,,ખોટું,15,ઝીણાભગત અને શાસ્ત્રીજી મહારાજનું પ્રથમ મિલન સંવત ૧૯૬૬ ના શ્રાવણ સુદ ૭ને દિવસે થયું.,0
7,પ્રારંભ,યોગીજી મહારાજ,હું તો સેવક છું,11,"એવું બોલો મા, હું તો ................. છું.",દાસ,ભક્ત,સેવક,સાધુ,સેવક,15,,2
7,પ્રારંભ,યોગીજી મહારાજ,નિઃસ્પૃહી સંત,14,"યોગીજી મહારાજ આખો દિવસ કથા, કીર્તન, ...............અને ................માંજ મગ્ન.","મુખપાઠ, સેવા","પ્રદક્ષિણા, દંડવત્","માળા, પૂજા","મુખપાઠ, માળા","મુખપાઠ, સેવા",19,,0
7,પ્રારંભ,યોગીજી મહારાજ,માન-અપમાનમાં એકતા,15,કયું સુત્ર સૌએ શીખવા જેવું છે ?,‘બીજાના ભલામાં આપણું ભલુ છે.,‘ભગવાન સૌનું ભલુ કરો.’,"‘માન-અપમાનમાં એકતા, સુખ દુઃખમાં સમભાવ.’",ભજન કરી લેવું ચોવીસ કલાક,"‘માન-અપમાનમાં એકતા, સુખ દુઃખમાં સમભાવ.’",22,,2
8,પ્રારંભ,યોગીજી મહારાજ,સેવામય સંત,16,યોગીજી મહારાજ ...............રોટલા ઘડી નાખે.,બસો,ચારસો,ત્રણસો,અઢીસો,ત્રણસો,22,,2
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,રામદત્તને કેરી ચખાડી,16,"કોણ કોને કહે છે? - ""આ કેરીઓ અમે પાડી છે, તમારે જાઈએ તો તમે તમારી મેળે કેરીઓ તોડી લો.""",વેણી-રામદતને,ઘનશ્યામ-રામદતને,રામદત-બ્રહ્માણોને,રામદત-વેણીને,વેણી-રામદતને,24,,0
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,મુમુક્ષ કઈ દિશામાં છે ?,17,માધવે ઘનશ્યામને પૂછયું 'તમે આ ઝાડ પર ચડીને પશ્ચિમ દિશામાં શું જોયા કરો છો.?',ખોટું,સાચું,,,ખોટું,26,વેણીએ ઘનશ્યામને પૂછયું તમે આ ઝાડ પર ચડીને પશ્ચિમ દિશામાં શું જોયા કરો છો. ?,0
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,એક સાથે અનેક મંદિરે દર્શન,18,રામપ્રતાપભાઈ ઘનશ્યામને ગોતવા સીધા ...............પહોંચ્યા.,રામ મઢીએ,હનુમાન ગઢીએ,અયોધ્યા ગઢીએ,એમાંથી એક પણ નહિ,હનુમાન ગઢીએ,27,,1
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,મલ્લોનો પરાજય,20,ઘનશ્યામ રોજ સાંજે કોની જોડે કુસ્તીના દાવ રમતા ?,કેસરી સંગ,દેવદત્ત,રામદત્ત,રામદયાલ,કેસરી સંગ,30,,0
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,મલ્લોનો પરાજય,20,ઘનશ્યામે દસ હજાર હાથી જેટલું બળ પોતાનામાં બતાવીને કોણે હરાવ્યો?,માનસંગ,દિલ્લીસંગ,ભીમસંગ,મહાબલી,મહાબલી,30,,3
8,પ્રારંભ,ઘનશ્યામ ચરિત્ર,ખાંપા તલાવડી,22,તરગામમાં ઘનશ્યામ .................... તળાવડીને કિનારે રમવા જતા.,ખાંપા,ગોમતી,મીની,એમાંથી એક પણ નહિ,ખાંપા,37,,0
9,પ્રારંભ,ઘનશ્યામ ચરિત્ર,સોળ ચિહ્નો,23,કયા ગામનાં મંદિરમાં ઠાકોરજીની મૂર્તિ સિંહાસન ઉપરથી ઉતરીને ઘનશ્યામ પાસે આવી?,તરગામ,ગુંડા,બલ્લમપઢરી,કાશી,ગુંડા,38,,1
9,પ્રારંભ,ઘનશ્યામ ચરિત્ર,સોળ ચિહ્નો,23,ભગવાનના ચરણોમાં ................. ચિહ્ન હોય છે.,પંદર,બાર,ચૌદ,સોળ,સોળ,40,,3
9,પ્રારંભ,ઘનશ્યામ ચરિત્ર,નવી બત્રીસી,26,ઘનશ્યામ સુવાસિનીભાભીને કહે મારી દાઢ બહુ દુઃખે છે માટે મને ........................... કરી આપો.,ખીચડી,ખીર,શીરો,લાપસી,શીરો,45,,2
9,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,જોધો ભરવાડ,13,જોધા ભરવાડની ભક્તિ ................. જેવી હતી.,અર્જુન,ગોપ,સુદામા,ઋષિઓ,ગોપ,25,,1
9,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,ભાલની બીબડી,14,બીબીએ મહારાજને પયગબર સમજીને દાતણ આપ્યું.,ખોટું,સાચું,,,ખોટું,26,બીબીએ મહારાજને ખુદા સમજીને દાતણ આપ્યું.,0
9,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,અક્ષરબ્રહ્મ ગુણાતીતાનંદ સ્વામી,15,શ્રીજીમહારાજે ગુણાતીતાનંદ સ્વામીને ................. મંદિરમાં મહંત નીમ્યા.,ગોંડલ,જૂનાગઢ,જામનગર,ધોલેરા,જૂનાગઢ,29,,1
9,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,અક્ષરબ્રહ્મ ગુણાતીતાનંદ સ્વામી,15,સાત વર્ષની ઉંમરે મૂળજીને જનોઇ આપી.,ખોટું,સાચું,,,ખોટું,27,આઠ વર્ષની ઉંમરે મૂળજીને જનોઇ આપી.,0
10,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,સ્વામીની વાતું,16,મોક્ષ સુધારવા શુ કરવું જોઇએ.?,મોક્ષ સુધારવા ગુરુ કરવા.,મોક્ષ સુધારવા નિયમમાં રહેવું.,મોક્ષ સુધારવા ભગવાનનું નામ લેવું.,મોક્ષ સુધારવા આજ્ઞા પાળવી,મોક્ષ સુધારવા ભગવાનનું નામ લેવું.,34,,2
10,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,શાસ્ત્રીજી મહારાજ,17,ડુંગર ભક્તને કોણે સાધુની દિક્ષા આપી.?,આચાર્ય રઘુવીરજી મહારાજે,આચાર્ય શ્રી ભગવતપ્રસાદ મહારાજે,આચાર્ય શ્રી વિહારીલાલજી મહારાજે,આચાર્ય શ્રી અયોધ્યાપ્રસાદજી મહારાજે,આચાર્ય શ્રી વિહારીલાલજી મહારાજે,38,,2
10,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,ઘરમાં અને શાળામાં વર્તણૂંક,18,સત્સંગી બાળક હમેશા ______ છોકરાની સોબત જ રાખે.,રખડુ,ચોર,સારા,આળસુ,સારા,41,,2
10,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,પૂંજો ડોડિયો,19,પૂંજા ડોડિયા કયા ગામના ભક્તરાજ હતા.?,કુંડળ,બોટાદ,ભડલી,પાણવી,પાણવી,41,,3
10,પ્રારંભ,યોગીજી મહારાજ,સેવામય સંત,16,યોગીજી મહારાજનું જીવન આપણને ....................... થવાનું શીખવે છે.,નિર્લોભી,ભજની,સેવાભાવી,તપસ્વી,સેવાભાવી,24,,2
10,પ્રારંભ,યોગીજી મહારાજ,સાચા સાધુ,17,યોગીજી મહારાજને ઉઘાડે પગે ઝોળી માંગતા જોઈ કોને દયા આવી. ?,કરસનસંગ બાપુને,ભાવનગરના હરિભક્ત કુબેરભાઇને,હરિભક્ત હરગોવિંદદાસ મહેતાને,હરિભક્ત જયંતિભાઇને,કરસનસંગ બાપુ,24,,0
10,પ્રારંભ,યોગીજી મહારાજ,મંદિરની સેવામાં,18,શાસ્ત્રીજી મહારાજે સૌથી પહેલું મંદિર સારંગપુરમાં બાંધ્યું.,ખોટું,સાચું,,,ખોટું,26,શાસ્ત્રીજી મહારાજે સૌથી પહેલું મંદિર બોચાસણમાં બાંધ્યું.,0
11,પ્રારંભ,યોગીજી મહારાજ,‘શ્રીજી સ્વામી વશ છે’,19,"કોણ કોને કહે છે? - ""આજે શ્રીજી મહારાજ અને ગુણાતીતાનંદ સ્વામી થાળ જમે તેવી પ્રાર્થના કરો.""",જયંતિભાઇ-યોગીજી મહારાજને,પ્રભુદાસ શેઠ-યોગીજી મહારાજને,યોગીજી મહારાજ-શાસ્ત્રીજી મહારાજને,કુબેરભાઇ - યોગીજી મહારાજને,જયંતિભાઇ-યોગીજી મહારાજને,28,,0
11,પ્રારંભ,યોગીજી મહારાજ,પરાભક્તિ,20,સારંગપુરથી ગઢડા જતાં યોગીજી મહારાજ સાથે અંધ સાધુ ભગવત્સ્વરૂપદાસજી હતા.,ખોટું,સાચું,,,ખોટું,29,સારંગપરથી ગઢડા જતા યોગીજી મહારાજ સાથે નિર્ગુણદાસ સ્વામી હતા.,0
11,પ્રારંભ,યોગીજી મહારાજ,સર્પદંશ,21,યોગીજી મહારાજને ...............હાથની ...........અાંગળીએ કાળો નાગ કરડ્યો.,"જમણા, બીજી","ડાબા, પહેલી","ડાબા, ત્રીજી","જમણા, પહેલી","ડાબા, પહેલી",31,,1
11,પ્રારંભ,યોગીજી મહારાજ,અક્ષર મંદિરનાં મહંત,22,ગોંડલ મંદિરનું હિસાબનું કામ ....................... કરતા.,અગરસંગ બાપ,હકાબાપુ,દાજીબાપુ,કરજતસંગ બાપુ,દાજીબાપુ,32,,2
11,પ્રારંભ,યોગીજી મહારાજ,ગુરુભક્તિ,23,યોગીજી મહારાજ શાસ્ત્રીજી મહારાજને ગોંડળમાં રોજ દવા સાથે ...............આપતા.,ઘી,દહીં,દૂધ,એમાંથી એક પણ નહિ,દૂધ,34,,2
11,પ્રારંભ,ઘનશ્યામ ચરિત્ર,બાળમિત્રોને જમાડ્યા,27,કેટલી સ્ત્રીઓ હાથમાં થાળ લઈને આકાશમાંથી ઊતરી ?,સાત,આઠ,નવ,પાંચ,આઠ,48,,1
11,પ્રારંભ,ઘનશ્યામ ચરિત્ર,લક્ષ્મીબાઈને ચમત્કાર,29,લક્ષ્મીબાઈના ઘરમાંથી ઘનશ્યામે ................ ની માટલી ઉતારી.,દૂધ,દહી,માખણ,બરફી,માખણ,51,,2
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,એકાદશીનો મહિમા,30,એક એકાદશી કરીએ તો ................ હજાર અશ્વમેઘ યજ્ઞ જેટલું પુણ્ય મળે.,એક,દશ,પાંચ,સો,એક,53,,0
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,એકાદશીનો મહિમા,30,"મોહનદાસ બાવો કહે એકાદશીનો તો બહુ મહિમા છે, માટે હોંશે હોંશે એકાદશીનું વ્રત કરવું જાઈએ.",ખોટું,સાચું,,,ખોટું,54,"ઘનશ્યામ કહે એકાદશીનો તો બહુ મહિમા છે, માટે હોંશે હોંશે એકાદશીનું વ્રત કરવું જાઈએ.",0
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,ઘનશ્યામને જનોઈ આપી,31,જનોઇમાં ઘનશ્યામનું મુંડન ...................... નામના હજામે કર્યું.,અમઈ,રામદત,રામબલિ,એમાંથી એક પણ નહિ,રામબલિ,56,,2
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,રામચંદ્રરુપે દર્શન,32,મીન સરોવરમાં ડૂબકી મારવા ગયેલા ઘનશ્યામને શોધવા બાળમિત્રોએ કોની મદદ માંગી હતી?,બલદીધર ધોબીની,મોરલીગંગાધર ધોબીની,રામદત્ત ધોબીની,મંછા ધોબીની,મંછા ધોબીની,57,,3
