quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
3,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ બ્રહ્માનંદ સ્વામી,1,"કોણ કોને કહે છે? - ""આ નાનો સાધુ બ્રહ્મ છે ને ઉપર બેઠો છે એ ઢગો બ્રહ્મ છે.""",ખૈયાખત્રીની માતા-ખૈયાખત્રીને,જીવુબા-બ્રહ્માનંદ સ્વામીને,લાડુબા-વજેસિંહ દરબારને,ખૈયાખત્રીની માતા-બ્રહ્માનંદ સ્વામીને,ખૈયાખત્રીની માતા-ખૈયાખત્રીને,6,,0
4,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ બ્રહ્માનંદ સ્વામી,1,ક્યાંના મંદિરમાં મહારાજે પોતાની મૂર્તિ હરિકૃષ્ણ નામથી પધરાવી. ?,અમદાવાદ,જૂનાગઢ,વરતાલ,,વરતાલ,6,,2
4,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ બ્રહ્માનંદ સ્વામી,1,બ્રહ્માનંદ સ્વામીએ ........................... શિખરના મંદિરનો વરતાલમાં આરંભ કર્યો હતો.,1,3,5,7,3,6,,1
4,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ દેવાનંદ સ્વામી,2,"કોણ કોને કહે છે? - ""આ તો શ્રીજી મહારાજનો પ્રતાપ છે.""",દલપતરામ-નાનાભગતને,દેવાનંદ સ્વામી-દલપતરામને,નાનાલાલ-શિષ્યને શિષ્ય બન્યા પછી,દલપતરામ-નાનાલાલને,દેવાનંદ સ્વામી-દલપતરામને,14,,1
4,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ દેવાનંદ સ્વામી,2,દેવીદાનને ભાગવતી દીક્ષા પછી ...................... નામ આપ્યું.,દેવાનંદ,સુકાનંદ,સેવાદાસ,બ્રહ્માનંદ,દેવાનંદ,14,,0
4,પ્રવેશ,નીલકંઠ ચરિત્ર,મહંતાઈના પ્રલોભનનો ત્યાગ,6,"કોણ કોને કહે છે? - ""આ તમારી જોગી હઠ છે.""",નીલકંઠવર્ણી -મઠના મહંતજીને,બાળ બ્રહ્મચારી-નીલકંઠને,મઠના મહંતજી-નીલકંઠવર્ણીને,આમાંથી એક પણ નહિ.,મઠના મહંતજી-નીલકંઠવર્ણીને,11,,2
4,પ્રવેશ,નીલકંઠ ચરિત્ર,બદરીનાથ અને માનસ સરોવરની વાટે,7,ચાર મહિના બદરીનાથની ચલમૂર્તિની ક્યાં પૂજા કરવામાં આવતી ?,જગન્નાથ મંદિરમાં,જ્યોતિશ્વરના જોષીમઠના મંદિરમાં,જોષીમઠના જ્યોતિશ્વરના મંદિરમાં,બદરીનાથ મંદિરમાં,જોષીમઠના જ્યોતિશ્વરના મંદિરમાં,13,,2
4,પ્રવેશ,નીલકંઠ ચરિત્ર,પોતાની વાણીને શાપ,9,ક્યા શહેરના રાજાના બે નોકરો હાથમાં બંદૂક લઈને બગીચામાં ­પ્રવેશ્યા?,બુટોલનગર,બાંસી,વંશીપુર,શ્રીપુર,બાંસી,15,,1
5,પ્રવેશ,નીલકંઠ ચરિત્ર,નીલકંઠ વંશીપુરમાં,10,વંશીપુરના રાજાએ વૃક્ષ નીચે જોયેલ બાલયોગીનું વર્ણન કરો.?,કમળસમુ સુંદર મુખારવિંદ,ચંદ્રસમુ સુંદર મુખારવિંદ,સુર્યસમુ સુંદર મુખારવિંદ,તેજસ્વી મુખારવિંદ,ચંદ્રસમુ સુંદર મુખારવિંદ,16,,1
5,પ્રવેશ,નીલકંઠ ચરિત્ર,ઘોર જંગલમાં પ્રવેશ,11,સં ૧૮૫૦ ની ................. અષ્ટમીના દિવસે એક વર્ષ તેંતાલીસ દિવસ પૂરા થયા.,ભાદરવો સુદ,શ્રાવણ વદ,શ્રાવણ સુદ,આસો સુદ,શ્રાવણ વદ,20,,1
5,પ્રવેશ,નીલકંઠ ચરિત્ર,ભૂતોનો નાશ અને યોગીઓનો મોક્ષ,12,અમારી પાસે ................. છે. રોજ બપોરે જે જોઈએ તે ખાવાનું તૈયાર મળે છે.,અક્ષત પાત્ર,અક્ષય પાત્ર,અમર પાત્ર,અભયપાત્ર,અક્ષય પાત્ર,21,,1
5,પ્રવેશ,નીલકંઠ ચરિત્ર,પુલહાશ્રમમાં આકરું તપ,14,નીલકંઠ મુક્તિનાથ પહોચ્યા ત્યારે શ્રાવણ મહિનાના ક્યા દિવસો હતા.?,છેલ્લા,ત્રીજા,પહેલા,આમાંથી એક પણ નહિ.,છેલ્લા,23,,0
5,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,ધૂન,5,"રાધે ગોવિંદ, જય રાધે ગોવિંદ,...પછીની પંક્તિ લખો.",માધવ મુકુંદ જય માધવ મુકુંદ,વૃન્દાવનચંદ્ર જય રાધે ગોવિંદ,"સ્વામિનારાયણ, સ્વામિનારાયણ",આનંદકંદ જય,વૃન્દાવનચંદ્ર જય રાધે ગોવિંદ માધવ મુકુંદ,17,,1
5,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,રત્નાકર અને ચાર ભાઈઓ,8,"કોણ કોને કહે છે? - ""હું હમણાં જ તારા ભાઈ પાસેથી આવુ છું તું આટલી બધી મહેનત કરે છે પણ તે તો તારી વિરુધ્ધ બોલે છે.""",એક ભાઈ-બીજાભાઈને,દરિયાદેવ -એક ભાઈને,એક ભાઈ-મુસાફરને,મુસાફર-એક ભાઈને,દરિયાદેવ -એક ભાઈને,21,,1
5,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,નેનપુરના દેવજી ભગત,9,"કોણ કોને કહે છે? - ""મહારાજ ! અમે તમારી માળા ફેરવીએ પણ તમે કોની માળા ફેરવો?""",દાદાખાચર -શ્રીજી મહારાજને,વાઘાખાચર-શ્રીજી મહારાજને,સુરાખાચર -શ્રીજી મહારાજને,દેવજી ભગત-શ્રીજી મહારાજને,સુરાખાચર -શ્રીજી મહારાજને,22,,2
6,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,ગુરુ-શિષ્ય,10,સાચા ગુરુનો આશરો કરવાથી .............. પમાય છે.,બ્રહ્મભાવ,મોટપ,સુખ,આનંદ,બ્રહ્મભાવ,25,,0
6,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,ગુરુ-શિષ્ય,10,ગુરૂનો આત્મા શિષ્ય છે ગુરૂની આજ્ઞા પ્રમાણે વર્તે તે આત્મારૂપે વર્ત્યા કહેવાય.,ખોટું,સાચું,,,ખોટું,26,,0
6,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,આત્માનંદ સ્વામી,11,આત્માનંદ સ્વામી વચનની મૂર્તિ શાથી કહેવાતા?,બીજાનું વચન સારધાર પાળતા.,બોલવામાં બહું હોશિયાર હતા.,શ્રીજી મહારાજની દરેક આજ્ઞા પાળવાનું બહું તાન હતું તેથી.,તેમનું દરેક બોલેલું વચન સાચું પડતું,શ્રીજી મહારાજની દરેક આજ્ઞા પાળવાનું બહું તાન હતું તેથી.,26,,2
6,પ્રવેશ,શાસ્ત્રીજી મહારાજ,વિદ્યારંભ,5,હું તો સાધુ થઈને વિદ્વાન થઈશ અને ઘણાને .............. ભણાવીશ.,બ્રહ્મવિદ્યા,શાસ્ત્રો,સંસ્કૃત,વિદ્યા,બ્રહ્મવિદ્યા,10,,0
6,પ્રવેશ,શાસ્ત્રીજી મહારાજ,પ્રાગજી ભક્તના યોગમાં,10,"જીવપ્રાણી માત્રને, વિદ્યાવાનને, ધર્મવાળાને અને જ્ઞાનીને અનુક્રમે કેટલા લોચન હોય છે. ?","ત્રણ, ચાર, સાત અને અનંત","બે, ચાર, સાત અને નવ","બે, ત્રણ, સાત અને અનંત",એમાંથી એક પણ નહિ,"બે, ત્રણ, સાત અને અનંત",21,,2
6,પ્રવેશ,શાસ્ત્રીજી મહારાજ,બ્રહ્મવિદ્યાના પંથે,11,અક્ષરરૂપ થઈ પુરુષોત્તમ ભગવાનનો નિડ્ઢય કરવાની વાત .............. વચનામૃતમાં આવે છે.,લોયા-૧૨,લોયા-૭,વડતાલ-૧૨,વડતાલ-૭,લોયા-૧૨,22,,0
6,પ્રવેશ,શાસ્ત્રીજી મહારાજ,‘ ઍ તો મારો કોડીલો લાલ ’,12,યજ્ઞપુરુષદાસજીએ શ્રીજીમહારાજની ચરણાવિંદની જોડ .............. ને આપી દીધી.,રામચરણદાસ,રામરતનદાસ,રામસ્વરૂપદાસ,રામરૂપદાસ,રામરતનદાસ,24,,1
7,પ્રવેશ,શાસ્ત્રીજી મહારાજ,ઠાકરિયો વીંછી,15,રંગાચાર્ય પાસે યજ્ઞપુરુષદાસ શું ભણ્યા?,દશમસ્કંધ,સાશ્વત,સિદ્ધાંતકૌમુદી,પંચમસ્કંધ,સિદ્ધાંતકૌમુદી,28,,2
7,પ્રવેશ,શાસ્ત્રીજી મહારાજ,સમર્થ વક્તા,19,શિવલાલ શેઠના પૌત્ર હરિલાલ શેઠ .............. કથા કરાવતા હતા.,વચનામૃત,સત્સંગીજીવન,હરીલીલામૃત,ભક્તચિંતામણી,સત્સંગીજીવન,34,,1
7,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ દેવાનંદ સ્વામી,2,દેવાનંદ સ્વામીના પ્રવચનો સાંભળીને કોણ એમના શિષ્ય બન્યા?,દયારામ,દલપતરામ,ભૂમાનંદ,એમાંથી એક પણ નહિ,દલપતરામ,14,,1
7,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ શુકાનંદ સ્વામી,3,નડીયાદ આવીને વસેલા વિપ્ર જગન્નાથ મૂળ ડભાણના વતની હતા.,ખોટું,સાચું,,,ખોટું,17,,0
7,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સદ્ગુરુ શુકાનંદ સ્વામી,3,"કોણ કોને કહે છે? - ""એમની આસને કરીને મોટપ નથી. એ તો અનાદિના મોટા છે.""",દાદા ખાચર-ગુણાતીતાનંદ સ્વામીને,મહારાજ-શુકમુનિને,ગુણાતીતાનંદ સ્વામી-દેવાનંદને,મહારાજ-દાદા ખાચરને,મહારાજ-શુકમુનિને,21,,1
7,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ દરબાર શ્રી ઝીણાભાઈ,4,કમળશી વાંઝા ................. ગામના હતા.,જૂનાગઢ,પંચાળા,માંગરોળ,લોયા,માંગરોળ,28,,2
7,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ દરબાર શ્રી ઝીણાભાઈ,4,શ્રીજી મહારાજે પંચાળામાં ફુલદોલનો મહોત્સવ સંવત ૧૮૫૮માં ખુબ જ ધામ ધૂમથી ઉજવ્યો.,ખોટું,સાચું,,,ખોટું,26,,0
8,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ દરબાર શ્રી ઝીણાભાઈ,4,શ્રીજી મહારાજે સં .............. માં પંચાળામાં ફુલદોલનો મહોત્સવ ઉજવ્યો.,1856,1859,1879,1866,1879,26,,2
8,પ્રવેશ,નીલકંઠ ચરિત્ર,મોહનદાસને નીલકંઠનો મેળાપ,15,નીલકંઠે કઠારીનું શું કર્યું.?,એક પથરા સાથે અફળાવીને તેમણે કઠારી તોડી નાખી.,કઠારી જમીન ઉપર ત્યાંજ મૂકી દીધી.,અદૃશ્ય કરી દીધી,નાખી દીધી,એક પથરા સાથે અફળાવીને તેમણે કઠારી તોડી નાખી.,25,,0
8,પ્રવેશ,નીલકંઠ ચરિત્ર,મહાદત્ત રાજાના મહેલમાં,16,રાજા મહાદત્તે નીલકંઠને ક્યાં ઉતારો આપ્યો. ?,એક જુદા કમરામાં,બાગમાં,બંગલામાં,મહેલમાં,બંગલામાં,26,,2
8,પ્રવેશ,નીલકંઠ ચરિત્ર,ગોપાળ યોગીનો મેળાપ,17,નીલકંઠવર્ણીએ ગોપાળયોગી પાસે શેની અભિલાશા દર્શાવી. ?,સમાધિની,અષ્ટાંગયોગ સિદ્ધ કરવાની.,વ્રત-નિયમ શિખવાનું.,"અષ્ટાંગયોગ, વિવિધ આસનો શીખવાની.",અષ્ટાંગયોગ સિદ્ધ કરવાની.,28,,1
8,પ્રવેશ,નીલકંઠ ચરિત્ર,કાઠમંડુમાં રાજાને આશીર્વાદ,18,નેપાળમાં ................. સહાનો પૌત્ર રણ બહાદુર ગાદી ઉપર હતો.,રાજા મહાદૂત,રણજીત રાજા,પૃથ્વીનારાયણ,રણબહાદુર,પૃથ્વીનારાયણ,29,,2
8,પ્રવેશ,નીલકંઠ ચરિત્ર,પિબૈકનો પરાજય,20,નીલકંઠે હનુમાનજીની આરાધના કરી એટલે હનુમાનજી આવ્યા.,ખોટું,સાચું,,,ખોટું,33,પિબૈકે હનુમાનવીરની આરાધના કરી એટલે હનુમાનજી આવ્યા.,0
8,પ્રવેશ,નીલકંઠ ચરિત્ર,નવ લાખ યોગીઓનો ઉદ્ધાર,21,નવ લાખ યોગીઓએ નીલકંઠને .......... દિવસ સાથે રાખ્યા.,ચાર,"પાંચ,",બે,ત્રણ,"ત્રણ,",36,,3
9,પ્રવેશ,નીલકંઠ ચરિત્ર,જાંબુવાનનું કલ્યાણ,24,જાંબુવાનના કલ્યાણના કારણે નીલકંઠ સાક્ષાત રામચંદ્ર ભગવાન છે તેમ આખા ગામમાં વાત ફેલાઈ.,ખોટું,સાચું,,,ખોટું,42,જાંબુવાનના કલ્યાણના કારણે નીલકંઠ સાક્ષાત કૃષ્ણ ભગવાન છે તેમ આખા ગામમાં વાત ફેલાઈ.,0
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,બોચાસણના કાશીદાસ,12,કાશીદાસના માતૃશ્રીનું નામ નાનીબા હતું અને દીકરાનું નામ દેસાઈભાઈ હતું.,ખોટું,સાચું,,,સાચું,31,,1
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,ભુજનાં લાધીબાઈ,14,ભુજના લાધીબાઈ કોના શિષ્યા હતા ?,ગુણાતીતાનંદ સ્વામી,મુક્તાનંદ સ્વામી,રામાનંદ સ્વામી,આત્માનંદ સ્વામી,રામાનંદ સ્વામી,32,,2
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,દૂબળી ભટ્ટ,15,દૂબળી ભટ્ટનું ખરું નામ ........... હતું.,કેશવજી મહારાજ,જગન્નાથ મહારાજ,રણછોડજી મહારાજ,કૃષ્ણજી મહારાજ,રણછોડજી મહારાજ,36,,2
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,માતાજી,17,ઝમકુબાએ રાજ્યનો વૈભવ છોડીને ભગવાન પાસે જવાનો નિશ્ચય કેમ કર્યો ?,તેમને વૈરાગ્ય ઉત્પન થવાથી,રાજ્યના વૈભવમાં તેમનું મન નહોતું લાગતું,રાણાના ત્રાસનો અંત લાવવા,એમાંથી એક પણ નહિ,રાણાના ત્રાસનો અંત લાવવા,51,,2
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,રાણા રાજગર,18,રાણો રાજગર ................... ગામનો હતો.,ગોલિડા,દ્વારકા,સરધાર,માણાવદર,ગોલિડા,53,,0
9,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,વચનામૃત,19,કોના વચનમાં વિશ્વાસ રાખીએ તો અવિવેક ટળી જાય ?,માતા-પિતાના,મોટાના,ભગવાનના,ભગવાન અને સંતના,ભગવાન અને સંતના,56,,3
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,અભયદાન આપવાની આજ્ઞા,21,"કોણ કોને કહે છે? - ""તમે શોક ન કરશો હું ધામમાં જઈશ ત્યારે છેલ્લી સેવા માટે તમને બોલાવીશ.""",આચાર્યશ્રી વિહારીલાલજી મહારાજ - સ્વામીશ્રીને,જાગાભક્ત-બાલમુકુંદ સ્વામી,બાલમુકુંદ સ્વામી-સ્વામીશ્રીને,જાગાભક્ત-સ્વામીશ્રીને,જાગાભક્ત-સ્વામીશ્રીને,38,,3
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,સંતોની પ્રેરણા,22,"કોણ કોને કહે છે? - ""અમારે એક પૈસાનું પતું જોઈતું, હોય તો કોઠારમાં માંગવું પડે તો લાખો રૂપિયાના મંદિર કેમ થાય?""",જીભાઈ કોઠારી-સ્વામીશ્રીને,સ્વામીશ્રી-જાગાભક્તને,સ્વામીશ્રી-ગોરધનદાસભાઈ કોઠારીને,જીભાઈ કોઠારી-જાગાભક્તને,સ્વામીશ્રી-જાગાભક્તને,39,,1
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,વઢવાણ મંદિરમાં અક્ષરપુરુષોત્તમની મૂર્તિપ્રતિષ્ઠા,25,"કોણ કોને કહે છે? - ""જો વિરોધ થાય તો પહેલા ખંડમાં પણ અક્ષરપુરુષોત્તમની મૂર્તિઓ પધરાવશો.""",નિર્મળદાસજી-સૌ હરિભક્તોને,સ્વામીશ્રી-નિર્મળદાસજીને,સ્વામીશ્રી -સૌ હરિભક્તોને,નિર્મળદાસજી - સ્વામીશ્રીને,સ્વામીશ્રી -સૌ હરિભક્તોને,44,,2
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,વરતાલમાં અક્ષરપુરુષોત્તમનો જયઘોષ,26,"કોણ કોને કહે છે? - ""તો પૂનમની સભામાં જય બોલાવજો.""",આચાર્ય મહારાજ-સ્વામીશ્રીને,સ્વામીશ્રી-કાળીદાસને,સ્વામીશ્રી-ગલભાઈને,આચાર્ય મહારાજ-ગલભાઈને,સ્વામીશ્રી-ગલભાઈને,46,,2
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,વરતાલમાં અક્ષરપુરુષોત્તમનો જયઘોષ,26,અક્ષરપુરુષોત્તમની જય કોણે બોલાવી. ?,કાળીદાસભાઈ,હરિભક્તો,યજ્ઞપુરુષદાસે,ગલભાઈ,ગલભાઈ,46,,3
10,પ્રવેશ,શાસ્ત્રીજી મહારાજ,વિરોધનો વંટોળ,27,"કોણ કોને કહે છે? - ""તેની વાતો મને સાકરના કટકા જેવી મીઠી લાગે છે, તેથી હું અહીં આવું છું.""",કાળીદાસ -ગોરધનભાઈ કોઠારીને,ગોરધનભાઈ કોઠારી -ભીમજીભાઈને,ગોરધનભાઈ કોઠારી -ખુશાલભાઈને,જીભાઈ કોઠારી - ગોરધનભાઈ કોઠારીને,ગોરધનભાઈ કોઠારી -ખુશાલભાઈને,48,,2
10,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જોબનપગી,5,જોબનપગીના આગ્રહથી શ્રીજી મહારાજ વરતાલમાં જોબનપગીના ઉતારે પધાર્યા.,ખોટું,સાચું,,,ખોટું,31,બાપુજીભાઈના આગ્રહથી શ્રીજી મહારાજે વરતાલમાં બાપુજીભાઈની ખડકીએ ઉતારો કર્યો.,0
11,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જીવુબા,6,કોણે લાડુ બારોટને સાંખ્યધર્મ સમજાવી નર્કની કોથળીરૂપ દેહ છે તે ભાન કરાવ્યું?,શ્રીજીમહારાજે,જીવુબાએ,રામાનંદ સ્વામીએ,મુક્તાનંદ સ્વામીએ,જીવુબાએ,42,,1
11,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જીવુબા,6,એભલ ખાચર ક્યાં સહજાનંદ સ્વામીનાં દર્શન કરવા ગયા હતા. ?,કારિયાણી,ગઢપુર,લોજ,સારંગપુર,કારિયાણી,41,,0
11,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સ્વામી નિર્ગુણદાસજી,7,જેઠા ભગતનું દીક્ષા પછીનું નામ .................. હતું.,નિર્ગુણદાસ સ્વામી,મોટા સ્વામી,યજ્ઞપ્રિય સ્વામી,એમાંથી એક પણ નહિ,નિર્ગુણદાસ સ્વામી,46,,0
