quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
2,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,પ્રાગટ્ય,1,મૂળજીના માતા-પિતાનું નામ શું હતું ?,ડાહીબા અને સુખદેવ,દીવાળીબા અને વલ્લભજી જાની,સાકરબા અને ભોળાનાથ,ગંગાબા અને સુખદેવ,સાકરબા અને ભોળાનાથ,2,,2
2,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,પ્રાગટ્ય,1,સંવત ૧૮૩૭ના આસો સુદ પૂનમે સાકરબા થકી ધામરૂપ અક્ષર પ્રગટ થયા.,ખોટું,સાચું,,,ખોટું,2,સંવત ૧૮૪૧ના આસો સુદ પૂનમે સાકરબા થકી ધામરૂપ અક્ષર પ્રગટ થયા.,0
2,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,બાળચરિત્રો,2,મૂળજી શર્મા અને લાલજી સુથાર બંને સહજાનંદ સ્વામીના શિષ્ય હતા.,ખોટું,સાચું,,,ખોટું,7,મૂળજી શર્મા અને લાલજી સુથાર બંને રામાનંદ સ્વામીના શિષ્ય હતા.,0
2,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,શ્રીહરિ સાથે પ્રથમ મેળાપ,3,શ્રીહરિ અને મૂળજી શર્માનું પ્રથમ મિલન કયા ગામમાં થયું?,ડભાણ,પીપલાણા,ભાદરા,શેખપાઠ,પીપલાણા,7,,1
3,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,ભાદરામાં મહારાજે કહેલો મૂળજી ભગતનો મહિમા,4,મહારાજે અક્ષરબ્રહ્મનો સૌ પ્રથમ જન્મોત્સવ કયાં ઉજવ્યો ?,મહારાજે અક્ષરબ્રહ્મનો જન્મોત્સવ ગોંડલમાં ઉજવ્યો.,મહારાજે અક્ષરબ્રહ્મનો જન્મોત્સવ ડભાણમાં ઉજવ્યો.,મહારાજે અક્ષરબ્રહ્મનો જન્મોત્સવ ભાદરામાં ઉજવ્યો.,મહારાજે અક્ષરબ્રહ્મનો જન્મોત્સવ ગઢડામાં ઉજવ્યો.,મહારાજે અક્ષરબ્રહ્મનો જન્મોત્સવ ભાદરામાં ઉજવ્યો.,11,,2
3,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,યોગમૂર્તિ સદ્દગુરુ ગોપાળાનંદ સ્વામી,1,ગોપાળાનંદ સ્વામી (ખુશાલ ભક્ત)નો જન્મ .............................. માં થયો હતો.,સં.૧૮૩૨,સં.૧૯૩૭,સં.૧૮૩૭,સં.૧૯૩૨,સં.૧૮૩૭,1,,2
3,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,યોગમૂર્તિ સદ્દગુરુ ગોપાળાનંદ સ્વામી,1,ખુશાલભકત સરસવણી ગામે પૂજારી તરીકે રહ્યા.,ખોટું,સાચું,,,ખોટું,4,ખુશાલભકત સરસવણી ગામે શિક્ષક તરીકે રહ્યા.,0
3,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,સદ્દગુરુ મુક્તાનંદ સ્વામી,2,કયા કયા વચનામૃતમાં મહારાજે મુકતાનંદ સ્વામીની પ્રશંસા કરી છે ?,ગઢડા પ્રથમ-૨૭ અને લોયા-૧૮,વરતાલ-૨૦ અને સારંગપુર-૩,સારંગપુર-૩ અને ગઢડા અંત્ય-૨૪,વરતાલ-૨૦ અને ગઢડા અંત્ય-૨૪,સારંગપુર-૩ અને ગઢડા અંત્ય-૨૪,26,,2
3,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,સદ્દગુરુ મુક્તાનંદ સ્વામી,2,‘‘વાલા રુમઝુમ કરતા...’’ કીર્તનના રચયિતા કોણ હતા ?,બ્રહ્માનંદ સ્વામી,ભૂમાનંદ સ્વામી,મુકતાનંદ સ્વામી,પ્રેમાનંદ સ્વામી,મુકતાનંદ સ્વામી,13,,2
3,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,નિષ્કુળાનંદ સ્વામી(લાલજી ભક્ત)નો જન્મ સરધાર ગામમાં થયો હતો.,ખોટું,સાચું,,,ખોટું,29,નિષ્કુળાનંદ સ્વામી(લાલજી ભક્ત)નો જન્મ શેખપાટ ગામમાં થયો હતો.,0
3,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,એ પ્રમુખસ્વામી મહારાજ છે,2,પ્રમુખસ્વામીએ કેટલા વર્ષની ઉંમરે ગૃહત્યાગ કર્યો ?,પ્રમુખસ્વામીએ અગિયાર વર્ષની ઉંમરે ગૃહત્યાગ કર્યો.,પ્રમુખસ્વામીએ સત્તર વર્ષની ઉંમરે ગૃહત્યાગ કર્યો.,પ્રમુખસ્વામીએ સોળ વર્ષની ઉંમરે ગૃહત્યાગ કર્યો.,પ્રમુખસ્વામીએ ચૌદ વર્ષની ઉંમરે ગૃહત્યાગ કર્યો.,પ્રમુખસ્વામીએ સત્તર વર્ષની ઉંમરે ગૃહત્યાગ કર્યો.,8,,1
4,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,એ પ્રમુખસ્વામી મહારાજ છે,2,.......................એ સ્વામી પર વિરલ ગુરૂ તરીકે સંશોધનાત્મક મહાનિબંધ તૈયાર કર્યો.,ઓકુમુ,બ્રાયન હચિન્સન,હનકોપ,ડેવિડે,બ્રાયન હચિન્સન,11,,1
4,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,જળઝીલણી એકાદશી,3,સ્વામીશ્રીએ ....................... ના સમયે સંડાસ સાફ કર્યા.,જળઝીલણી એકાદશી,પુષ્પદોલોત્સવ,હરિનોમ,દિવાળી,જળઝીલણી એકાદશી,18,,0
4,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,કેન્યાના રાષ્ટ્રપિતા,5,"કોણ કોને કહે છે? - ""આ મૂર્તિ કેવળ મૂર્તિ જ નથી, પણ ભગવાન પોતે જ છે.""",આત્મસ્વરૂપ સ્વામી-પત્રકારને,પ્રમુખ સ્વામી મહારાજ - જોમો કેન્યાટાને,વિવેકસાગર સ્વામી- જોમો કેન્યાટાને,પ્રમુખસ્વામી મહારાજ - પત્રકારને,પ્રમુખ સ્વામી મહારાજ - જોમો કેન્યાટાને,21,,1
4,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,એ ચાર-પાંચ યુવાનો,6,"કોણ કોને કહે છે? - ""તો અમે પણ હરિના જન છીએ""",પ્રમુખસ્વામી-હરિજન યુવકોને,સંતો-પ્રમુખસ્વામીને,હરિજન યુવકો-હરિજન યુવકોને,પ્રમુખસ્વામી - સંતોને,પ્રમુખસ્વામી-હરિજન યુવકોને,22,,0
4,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,સર્વોપરિ,4,વિષયનું શીર્ષક આપો - ‘‘આ સત્સંગને વિષે જે ભગવાન વિરાજે છે તે જ ભગવાનમાંથી સર્વે અવતાર થયા છે’’,શ્રીજી મહારાજ સર્વોપરી – ગોપાળાનંદ સ્વામિની વાતુના આધારે,શ્રીજી મહારાજ સર્વોપરી – સ્વામિની વાતુના આદારે,શ્રીજી મહારાજ સર્વોપરી- શ્રીમુખના વચનોના આધારે,શ્રીજી મહારાજ સર્વોપરી- પરમહંસોના વચનોના આધારે,શ્રીજી મહારાજનું સર્વોપરીપણું - શ્રીમુખના વચનોના આધારે,33,,2
4,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,પ્રગટ,5,વચનામૃત ગ.મ.-૨૧ માં શ્રીજી મહારાજે શાની વાત કરી છે ?,પ્રગટપણાની,સર્વકર્તાહર્તાપણાની,સાકારપણાની,દિવ્યભાવની,પ્રગટપણાની,59,,0
4,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,પ્રગટ,5,"શ્રીજી મહારાજે ............................. માં કહ્યું છે કે ‘‘વેદ એ બ્રહ્મનું ગાન કરે છે, તે કલ્યાણનો માર્ગ પણ એ બ્રહ્મ થકી જ છે.’’",વચનામૃત,વેદરસ,સ્વામીની વાતુ,સત્સંગિજીવન,વેદરસ,67,,1
5,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,પ્રગટ,5,"કોણ કોને કહે છે? - ""પર્વતભાઈ પાસે જાવ. શાંતિ થઈ જશે.""",ગુણાતીતાનંદ સ્વામી-માછા ભક્તને,શ્રીજી મહારાજ-અદ્ભૂતાનંદ સ્વામીને,શ્રીજીમહારાજ-સ્વરૂપાનંદ સ્વામીને,શ્રીજીમહારાજ-મુક્તાનંદ સ્વામીને,શ્રીજીમહારાજ-સ્વરૂપાનંદ સ્વામીને,59,,2
5,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,પ્રગટ,5,સંતની શરણાગતિ પહેલાં તેમનું કાર્ય જોવું અનિવાર્ય છે.,ખોટું,સાચું,,,ખોટું,71,સંતની શરણાગતિ પહેલાં તેમનાં લક્ષણ જાવાં અનિવાર્ય છે.,0
5,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,પ્રભાતિ પદો,6,"‘‘ધ્યાન ધર, ધ્યાન ધર ..’ પ્રભાતિ પદની રચના .............................. સ્વામીએ કરી છે.",બ્રહ્માનંદ સ્વામી,મુક્તાનંદ સ્વામી,પ્રેમાનંદ સ્વામી,નિષ્કુળાનંદ સ્વામી,મુક્તાનંદ સ્વામી,14,,1
5,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,હઠ,7,"કોણ કોને કહે છે? - ""આપ જેમ રાજી થશો તેમ જ કરવું છે.""",ફઈબા-સંતોને,ફઈબાના દીકરાની વહુ-શ્રીજીમહારાજને,ફઈબાનો દીકરો-હરિભક્તોને,ફઈબા -શ્રીજીમહારાજને,ફઈબાના દીકરાની વહુ-શ્રીજીમહારાજને,16,,1
5,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,હઠ,7,.............................. મૂકીને સેવા કરવી જોઈએ તેને બદલે હું અક્કડ રહ્યો.,દાસભાવ,દિવ્યભાવ,માન,ગુણ,માન,17,,2
5,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,હઠ,7,જ્યારે મહારાજને થૂંકવાનું થયું ત્યારે એભલ ખાચરે પોતાની પાઘ ધરી.,ખોટું,સાચું,,,ખોટું,19,જ્યારે મહારાજને થૂંકવાનું થયું ત્યારે જીવા ખાચરે પોતાની પાઘ ધરી.,0
5,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,સંપ્રદાયનાં તીર્થો,8,"છપૈયા, ગોકુળ, મથુરા, અયોધ્યા વગેરે કયા પ્રકારના તીર્થ કહેવાય?",જંગમ તીર્થ,નિત્ય તીર્થ,ભગવદીય તીર્થ,સ્થાવર,ભગવદીય તીર્થ,23,,2
6,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,ગૃહત્યાગ અને દિક્ષા,5,મહારાજે .................. પૂનમે મૂળજીને દીક્ષા આપી.,પોષી,ફાગણી,શરદ,માગશર,પોષી,17,,0
6,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,સદ્ગુરુ કોણ,6,મહારાજે સારંગપુરમાં .................. ને ત્યાં રંગોત્સવ કર્યો.,જીવાખાચર,માંચાખાચર,રાઠોડ ધાધલ,દાદા ખાચર,રાઠોડ ધાધલ,18,,2
6,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,દર્શનનો ખપ,7,"દર્શનની ઝાંખી લઈ સ્વામી ગામ બહાર, ઓઝતને કાંઠે એક ઝાડ નીચે, વૃક્ષની છાયામાં જઈને બેઠા.",સાચું,ખોટું,,,ખોટું,21,"દર્શનની ઝાંખી લઈ સ્વામી ગામ બહાર, ઘેલાને કાંઠે એક ઝાડ નીચે, થડની ઓથે જઈને સૂતા.",1
6,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,વૃત્તિનો નિરોધ,8,ગુણાતીતાનંદ સ્વામીએ સુરતમાં .....................મહિના ઝોળી માગી હતી.,છ,ચાર,બે,ત્રણ,છ,24,,0
6,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,આજ્ઞા ધારક,9,"મહારાજ માટે વાંસ, આદુ અને તીખાંનું અથાણું તૈયાર કર્યું હતું.",સાચું,ખોટું,,,સાચું,24,,0
6,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,નિષ્કુળાનંદ સ્વામીએ સતીગીતા નામના ગ્રંથની રચના કરી હતી.,ખોટું,સાચું,,,ખોટું,38,નિષ્કુળાનંદ સ્વામીએ સ્નેહગીતા નામના ગ્રંથની રચના કરી હતી.,0
6,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,"કોણ કોને કહે છે? - ""મારે મારું પ્રારબદ્ધ તો ભોગવવું જ પડે.""",ગોવિંદાનંદ સ્વામી-નિષ્કુળાનંદ સ્વામીને,નિષ્કુળાનંદ સ્વામી-સંતો-હરિભકતોને,મુકતાનંદ સ્વામી - નિત્યાનંદ સ્વામીને,નિષ્કુળાનંદ સ્વામી-શ્રીજી મહારાજને,નિષ્કુળાનંદ સ્વામી-સંતો-હરિભકતોને,38,,1
7,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,સદ્દગુરુ મુક્તાનંદ સ્વામી,2,મુકતાનંદ સ્વામી કયારે ધામમાં ગયા ?,અમદાવાદમાં સં.૧૮૮૬ આષાઢ વદ ૧૧,ગઢપુરમાં સં.૧૮૮૬ આષાઢ વદ ૧૧,વરતાલમાં સં.૧૮૮૬ આષાઢ વદ ૧૧,ધોલેરામાં સં.૧૮૮૬ આષાઢ વદ ૧૧,ગઢપુરમાં સં.૧૮૮૬ આષાઢ વદ ૧૧,26,,1
7,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,સદ્દગુરુ મુક્તાનંદ સ્વામી,2,મુકુંદદાસ માર્ગીપંથી હતા.,ખોટું,સાચું,,,સાચું,16,,1
7,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,"કોણ કોને કહે છે? - ""મૈં હું આદિ અનાદિ, આ તો સર્વ ઉપાધિ.""",શ્રીજી મહારાજ-નિષ્કુળાનંદ સ્વામીને,ગુણાતીતાનંદ સ્વામી-માધવજીને,નિષ્કુળાનંદ સ્વામી -કુટુંબી જનોને,નિષ્કુળાનંદ સ્વામી - માધવજીને,નિષ્કુળાનંદ સ્વામી -કુટુંબી જનોને,35,,2
7,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,શ્રી કાર્લોસ વેગા,7,"....................... ને સ્વામીશ્રીએ કહ્યું, 'આઈ હેવ ગોડ.'",કાર્લોસ વેગા,ડેવિડ,વિલકિન્સન,હચીન્સન,કાર્લોસવેગા,23,,0
7,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,“તાવ આવી ગયો?”,8,સૌરાષ્ટ્રના વિચરણમાં સાથે રહેલા બિમાર વિદ્યાર્થીને સ્વામીશ્રીએ વાટકીમાં શું પીવા આપ્યું ?,સ્વામીશ્રીએ વાટકીમાં ઉકાળો પીવા આપ્યો.,સ્વામીશ્રીએ વાટકીમાં કઢી પીવા આપી.,સ્વામીશ્રીએ વાટકીમાં લીમડો પીવા આપ્યો.,સ્વામીશ્રીએ વાટકીમાં દવા પીવા આપી.,સ્વામીશ્રીએ વાટકીમાં ઉકાળો પીવા આપ્યો.,24,,0
7,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,૧૯૮૦ની વિદેશયાત્રા,9,વિદેશમાં કયા સ્થળે આત્મસ્વરૂપ સ્વામીને અનુભવ થયો કે સત્પુરુષને ભાષાના બંધન હોતાં નથી. ?,જોહાનીસબર્ગ,દારેસલામ,લંડન,નૈરોબી,જોહાનીસબર્ગ,25,,0
7,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,ઇંગ્લૅન્ડના આસ્ટન શહેરમાં,11,પ્રમુખસ્વામીની બગીમાં જોડવા લાવેલા ઘોડાનું નામ રોકી હતું.,ખોટું,સાચું,,,ખોટું,29,પ્રમુખસ્વામીની બગીમાં જોડવા લાવેલા ઘોડાનું નામ જેકબ હતું.,0
8,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,ઘુમતા ઘુમતા સ્વામીશ્રી,12,ગુજરાતના પછાત ગામોના આદિવાસીઓના ઘરોમાં સ્વામીશ્રીને શાનાં દર્શન થઈ ગયા ?,સ્વામીશ્રીને એમના ભોળપણનાં દર્શન થઈ ગયા.,સ્વામીશ્રીને એમની નિર્દોષતાનાં દર્શન થઈ ગયા.,સ્વામીશ્રીને એમની ભકિતનાં દર્શન થઈ ગયા.,સ્વામીશ્રીને એમની ગરીબાઈનાં દર્શન થઈ ગયા.,સ્વામીશ્રીને એમની ભકિતનાં દર્શન થઈ ગયા.,32,,2
8,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"બ્રહ્મરૂપ થવા માટે આવા સાધુનો તન, મન, ધનથી સંગ કરવો પડે.",ખોટું,સાચું,,,ખોટું,86,"બ્રહ્મરૂપ થવા માટે આવા સાધુનો મન, કર્મ, વચને સંગ કરવો પડે.",0
8,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"કોણ કોને કહે છે? - ""અમારો પગ કાઢો નહિ તો ભાંગી જશે.""",શ્રીજીમહારાજ-દાદા ખાચરને,વાઘા ખાચર-ગુણાતીતાનંદ સ્વામીને,શ્રીજીમહારાજ-ગોપાળાનંદ સ્વામીને,શ્રીજીમહારાજ-મૂળજી બ્રહ્મચારીને,શ્રીજીમહારાજ-મૂળજી બ્રહ્મચારીને,102,,3
8,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,અક્ષરનાં બે સ્વરૂપની વાત મહારાજે વચનામૃત ગઢડા પ્રથમ-૭૧માં કરી છે.,ખોટું,સાચું,,,ખોટું,89,અક્ષરનાં બે સ્વરૂપની વાત મહારાજે વચનામૃત ગઢડા પ્રથમ-૨૧માં કરી છે.,0
8,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"કોણ કોને કહે છે? - ""અમારાથી નહિ રહેવાય પણ અમારા જેવા અહીં રાખીશું.""",શ્રીજીમહારાજ-દાદા ખાચરને,નૃસિંહાનંદ સ્વામી-કુંવરજી પટેલને,શ્રીજીમહારાજ-નવાબ હામદખાનને,ગુણાતીતાનંદ સ્વામી-ઋષિનાનંદ સ્વામીને,શ્રીજીમહારાજ-નવાબ હામદખાનને,104,,2
8,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"કોણ કોને કહે છે? - ""જુઓ આ અમારા તિલક આ જેવા કોઈ સાધુ નહિ તે હું જેવો કોઈ ભગવાન નહીં.""",શ્રીજીમહારાજ - ભાયાત્માનંદ સ્વામીને,શ્રીજીમહારાજ-સૌ પરમહંસોને,શ્રીજીમહારાજને-શુકાનંદ સ્વામીને,શ્રીજીમહારાજ-ગોપાળાનંદ સ્વામીને,શ્રીજીમહારાજ-સૌ પરમહંસોને,103,,1
8,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,સોમલાખાચર,10,શ્રીજી મહારાજે સોમલાખાચરની ગઢડા અંત્ય-૨૪મા વચનામૃતમાં શાની પ્રશંસા કરી છે?,આજ્ઞાપાલન,નિર્દોષ બુદિધ,શૂરવીરતા,એક સરખી રહેણી કરણી,એક સરખી રહેણી કરણી,26,,3
9,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,જેતલપુરની ગણિકા,11,શ્રીજી મહારાજે લગભગ બે કિલો ઘઉં દળવા માટે ગણિકાને આપ્યા.,ખોટું,સાચું,,,ખોટું,27,શ્રીજી મહારાજને લગભગ બે મણ ઘઉં દળવા માટે ગણિકાને આપ્યા.,0
9,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,સંપ્રદાયનાં શાસ્ત્રો,12,સત્સંગીજીવન ગ્રંથની રચના .............................. મુનિએ કરી છે.,બ્રહ્મમુનિ,શુકમુનિ,શતાનંદ,પ્રેમાનંદ,શતાનંદ,34,,2
9,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,સંપ્રદાયનાં શાસ્ત્રો,12,સ્વામીની વાતો વચનામૃત પરના ભાષ્યરૂપ છે.,ખોટું,સાચું,,,સાચું,33,,1
9,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,માનસી પૂજા,14,દિવસમાં .............................. વાર માનસી પૂજા કરવી.,ત્રણે,એક,બે,પાંચ,પાંચ,43,,3
9,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,દેહનો અનાદર,10,મહારાજે જોગીના વેશમાં ગુણાતીતાનંદ સ્વામીને ...............આગળ દર્શન આપ્યા.,કોવૈયાને પાદર કૂવા,કોવૈયાની સીમમાં નદી,કોવૈયાને પાદર વાવ,કોવૈયાને પાદર તળાવ,કોવૈયાને પાદર વાવ,26,,2
9,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,ઉત્તમ વક્તા,11,પંચાળામાં ...............અને ..................... વચ્ચે ગુણાતીતાનંદ સ્વામી જમવા બેઠા હતા.,"આત્માનંદ સ્વામી, બ્રહ્માનંદ સ્વામી","આત્માનંદ સ્વામી, કૃપાનંદ સ્વામી","મુક્તાનંદ સ્વામી, બ્રહ્માનંદ સ્વામી","મુક્તાનંદ સ્વામી, કૃપાનંદ સ્વામી","આત્માનંદ સ્વામી, કૃપાનંદ સ્વામી",27,,1
9,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,સેવા વૃત્તિ,12,કૃપાનંદ સ્વામીને મહારાજની પ્રત્યે અતિશય હેતનું અંગ હતું.,ખોટું,સાચું,,,સાચું,28,,1
10,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,ક્ષમાક્ષીલ,13,ઉગા ખુમાણનું ભલું કરવા સ્વામીએ શું સંકલ્પ કર્યો. ?,ઉગા ખુમાણને ત્યાં એક પુત્રનો જન્મ થાય તેવો સંકલ્પ કર્યો.,ઉગા ખુમાણને ત્યાં ત્રણ પુત્રનો જન્મ થાય તેવો સંકલ્પ કર્યો.,ઉગા ખુમાણને ત્યાં બે પુત્રનો જન્મ થાય તેવો સંકલ્પ કર્યો.,ઉગા ખુમાણને ત્યાં એક સંતાનનો જન્મ થાય તેવો સંકલ્પ કર્યો.,ઉગા ખુમાણને ત્યાં એક પુત્રનો જન્મ થાય તેવો સંકલ્પ કર્યો.,30,,0
10,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,સૂક્ષ્મ તપ,16,સ્વામીને કેટલા કીર્તનો મોઢે હતા. ?,૧૦૦ કીર્તનો,૧૦૮ કીર્તનો,૫૦૦ કીર્તનો,300 કીર્તનો,૫૦૦ કીર્તનો,33,,2
10,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,નિષ્કુળાનંદ સ્વામીનો જન્મ સંવત ૧૮૩૨માં થયો હતો,ખોટું,સાચું,,,ખોટું,29,નિષ્કુળાનંદ સ્વામીનો જન્મ સંવત ૧૮૨૨માં થયો હતો,0
